,id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
6383,1030575397779000350,https://www.airbnb.com/rooms/1030575397779000350,20240917031253,2024-09-17,city scrape,Huge garden unit in pilsen,Forget your worries in this spacious and serene space.,,https://a0.muscache.com/pictures/hosting/Hosting-1030575397779000350/original/4e6544b0-3e06-4a87-b5fc-fd6c7dd889f5.jpeg,502604839,https://www.airbnb.com/users/show/502604839,Joe,2023-02-24,,,within an hour,100%,98%,f,https://a0.muscache.com/im/pictures/user/User-502604839/original/8e4fadc8-bec6-4df7-b834-0907b05e4cc9.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-502604839/original/8e4fadc8-bec6-4df7-b834-0907b05e4cc9.jpeg?aki_policy=profile_x_medium,Lower West Side,3,4,['phone'],t,t,,Near West Side,,41.8599,-87.65817,Entire rental unit,Entire home/apt,8,1.0,1 bath,4.0,0.0,"[""Paid parking on premises"", ""Smoke alarm"", ""First aid kit"", ""Free parking on premises"", ""Wifi"", ""Fire extinguisher"", ""TV"", ""Air conditioning"", ""Kitchen"", ""Carbon monoxide alarm"", ""Washer""]",$200.00,32,365,32,32,365,365,32.0,365.0,,t,30,60,90,270,2024-09-17,3,3,0,2024-04-14,2024-05-27,1.67,1.67,1.67,3.33,3.0,3.0,1.33,R23000101231,t,3,3,0,0,0.57
6749,1088359425422124358,https://www.airbnb.com/rooms/1088359425422124358,20240917031253,2024-09-17,city scrape,Shared Room in Quiet Neighborhood (2) -Men only-,"The house is located in a beautiful and quiet tree-lined neighborhood. It has spacious shared bedrooms with full-size beds. Our space is for anyone looking for a perfect cross between affordability and comfort. Interns, workers on contracts, travel nurses, and anyone traveling for work will find this place to be the ideal place to live while they work. Those on vacation or visiting Chicago can also take advantage of our space and its affordable price.",Close-by Work Locations:<br />- Advocate Trinity Hospital 1.2 miles away<br />- Jackson Trinity Hospital 2 miles away<br />- University of Chicago 4.4 miles away<br />- Hammond Casino 6.3 miles away<br />- B.P Whiting Indiana 7.2 miles away<br />- St Jude Medical Clinic 11 miles away<br /><br />Sightseeing:<br />- Lake Michigan 2.4 miles away<br />- Museum of Science and Industry 3.7 miles away<br />- Pullman Museum 3.8 miles away <br />- The Art Institute of Chicago 10 miles away<br />- Millennium Park 10 miles away<br />- Indiana Dunes National Park 26 miles away <br /><br />Restaurants:<br />- De Arcos 0.5 miles away <br />- Cocula Restaurant 0.8 miles away<br />- African Food Palace 0.8 miles away<br />- Hua’s Chinese Open Kitchen 0.9 miles away<br /><br />Grocery Stores:<br />- Jewel Osco 1.8 miles away<br />- Alidi 1.1 miles away,https://a0.muscache.com/pictures/4c0d2521-4c6c-414e-8ec3-8ad5338b1a32.jpg,13270940,https://www.airbnb.com/users/show/13270940,Jeff,2014-03-18,"Chicago, IL","I love to create wonderful and 
memorable experiences for our guests. 

Through Airbnb, I have met the most interesting people which inspired me to start hosting. 

I am passionate about food, traveling, music and languages.",within a few hours,100%,71%,f,https://a0.muscache.com/im/pictures/user/2d69d385-fd5b-4224-8712-e12a03ab180f.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/2d69d385-fd5b-4224-8712-e12a03ab180f.jpg?aki_policy=profile_x_medium,South Chicago,6,7,"['email', 'phone', 'work_email']",t,t,Neighborhood highlights,South Chicago,,41.73982,-87.56572,Shared room in home,Shared room,4,1.5,1.5 shared baths,1.0,4.0,"[""Shower gel"", ""Refrigerator"", ""First aid kit"", ""Backyard"", ""Wifi"", ""Heating"", ""Dryer"", ""Stove"", ""Shampoo"", ""Hangers"", ""Oven"", ""Free parking on premises"", ""Bathtub"", ""Air conditioning"", ""Long term stays allowed"", ""Hot water kettle"", ""Washer"", ""Body soap"", ""Conditioner"", ""Hair dryer"", ""Cleaning products"", ""Essentials"", ""Bed linens"", ""Dishes and silverware"", ""Laundromat nearby"", ""Drying rack for clothing"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Free street parking"", ""Host greets you"", ""Freezer"", ""Kitchen"", ""Cooking basics"", ""Microwave"", ""Hot water""]",$25.00,5,365,5,5,365,365,5.0,365.0,,t,27,57,87,362,2024-09-17,2,2,0,2024-03-24,2024-04-22,4.5,4.5,5.0,4.5,5.0,4.0,5.0,R22000090299,f,6,0,2,4,0.34
6750,1088381714502210805,https://www.airbnb.com/rooms/1088381714502210805,20240917031253,2024-09-17,city scrape,Shared Room in Quiet Neighborhood (4) -Men only-,"The house is located in a beautiful and quiet tree-lined neighborhood. It has spacious shared bedrooms with full-size beds. Our space is for anyone looking for a perfect cross between affordability and comfort. Interns, workers on contracts, travel nurses, and anyone traveling for work will find this place to be the ideal place to live while they work. Those on vacation or visiting Chicago can also take advantage of our space and its affordable price.",Close-by Work Locations:<br />- Advocate Trinity Hospital 1.2 miles away<br />- Jackson Trinity Hospital 2 miles away<br />- University of Chicago 4.4 miles away<br />- Hammond Casino 6.3 miles away<br />- B.P Whiting Indiana 7.2 miles away<br />- St Jude Medical Clinic 11 miles away<br /><br />Sightseeing:<br />- Lake Michigan 2.4 miles away<br />- Museum of Science and Industry 3.7 miles away<br />- Pullman Museum 3.8 miles away <br />- The Art Institute of Chicago 10 miles away<br />- Millennium Park 10 miles away<br />- Indiana Dunes National Park 26 miles away <br /><br />Restaurants:<br />- De Arcos 0.5 miles away <br />- Cocula Restaurant 0.8 miles away<br />- African Food Palace 0.8 miles away<br />- Hua’s Chinese Open Kitchen 0.9 miles away<br /><br />Grocery Stores:<br />- Jewel Osco 1.8 miles away<br />- Alidi 1.1 miles away,https://a0.muscache.com/pictures/4c0d2521-4c6c-414e-8ec3-8ad5338b1a32.jpg,13270940,https://www.airbnb.com/users/show/13270940,Jeff,2014-03-18,"Chicago, IL","I love to create wonderful and 
memorable experiences for our guests. 

Through Airbnb, I have met the most interesting people which inspired me to start hosting. 

I am passionate about food, traveling, music and languages.",within a few hours,100%,71%,f,https://a0.muscache.com/im/pictures/user/2d69d385-fd5b-4224-8712-e12a03ab180f.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/2d69d385-fd5b-4224-8712-e12a03ab180f.jpg?aki_policy=profile_x_medium,South Chicago,6,7,"['email', 'phone', 'work_email']",t,t,Neighborhood highlights,South Chicago,,41.73816,-87.56384,Shared room in home,Shared room,4,1.5,1.5 shared baths,1.0,4.0,"[""Shower gel"", ""Refrigerator"", ""First aid kit"", ""Backyard"", ""Wifi"", ""Heating"", ""Dryer"", ""Stove"", ""Shampoo"", ""Hangers"", ""Oven"", ""Free parking on premises"", ""Bathtub"", ""Long term stays allowed"", ""Hot water kettle"", ""Washer"", ""Body soap"", ""Conditioner"", ""Hair dryer"", ""Cleaning products"", ""Essentials"", ""Bed linens"", ""Dishes and silverware"", ""Laundromat nearby"", ""Drying rack for clothing"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Window AC unit"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Free street parking"", ""Freezer"", ""Kitchen"", ""Cooking basics"", ""Microwave"", ""Hot water""]",$25.00,5,365,5,5,365,365,5.0,365.0,,t,6,33,63,338,2024-09-17,5,5,0,2024-02-14,2024-07-31,4.6,4.8,4.8,4.8,4.6,4.8,4.8,R22000090299,f,6,0,2,4,0.69
6751,1088382153639961080,https://www.airbnb.com/rooms/1088382153639961080,20240917031253,2024-09-17,city scrape,Shared Room in Quiet Neighborhood (3) -Men only-,"The house is located in a beautiful and quiet tree-lined neighborhood. It has spacious shared bedrooms with full-size beds. Our space is for anyone looking for a perfect cross between affordability and comfort. Interns, workers on contracts, travel nurses, and anyone traveling for work will find this place to be the ideal place to live while they work. Those on vacation or visiting Chicago can also take advantage of our space and its affordable price.",Close-by Work Locations:<br />- Advocate Trinity Hospital 1.2 miles away<br />- Jackson Trinity Hospital 2 miles away<br />- University of Chicago 4.4 miles away<br />- Hammond Casino 6.3 miles away<br />- B.P Whiting Indiana 7.2 miles away<br />- St Jude Medical Clinic 11 miles away<br /><br />Sightseeing:<br />- Lake Michigan 2.4 miles away<br />- Museum of Science and Industry 3.7 miles away<br />- Pullman Museum 3.8 miles away <br />- The Art Institute of Chicago 10 miles away<br />- Millennium Park 10 miles away<br />- Indiana Dunes National Park 26 miles away <br /><br />Restaurants:<br />- De Arcos 0.5 miles away <br />- Cocula Restaurant 0.8 miles away<br />- African Food Palace 0.8 miles away<br />- Hua’s Chinese Open Kitchen 0.9 miles away<br /><br />Grocery Stores:<br />- Jewel Osco 1.8 miles away<br />- Alidi 1.1 miles away,https://a0.muscache.com/pictures/4c0d2521-4c6c-414e-8ec3-8ad5338b1a32.jpg,13270940,https://www.airbnb.com/users/show/13270940,Jeff,2014-03-18,"Chicago, IL","I love to create wonderful and 
memorable experiences for our guests. 

Through Airbnb, I have met the most interesting people which inspired me to start hosting. 

I am passionate about food, traveling, music and languages.",within a few hours,100%,71%,f,https://a0.muscache.com/im/pictures/user/2d69d385-fd5b-4224-8712-e12a03ab180f.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/2d69d385-fd5b-4224-8712-e12a03ab180f.jpg?aki_policy=profile_x_medium,South Chicago,6,7,"['email', 'phone', 'work_email']",t,t,Neighborhood highlights,South Chicago,,41.73973,-87.56412,Shared room in home,Shared room,4,1.5,1.5 shared baths,1.0,4.0,"[""Shower gel"", ""Refrigerator"", ""First aid kit"", ""Backyard"", ""Wifi"", ""Heating"", ""Dryer"", ""Stove"", ""Shampoo"", ""Hangers"", ""Oven"", ""Free parking on premises"", ""Bathtub"", ""Long term stays allowed"", ""Hot water kettle"", ""Washer"", ""Body soap"", ""Conditioner"", ""Hair dryer"", ""Cleaning products"", ""Essentials"", ""Bed linens"", ""Dishes and silverware"", ""Laundromat nearby"", ""Drying rack for clothing"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Window AC unit"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Free street parking"", ""Freezer"", ""Kitchen"", ""Cooking basics"", ""Microwave"", ""Hot water""]",$25.00,5,365,5,5,365,365,5.0,365.0,,t,20,50,80,355,2024-09-17,2,2,1,2024-08-04,2024-08-31,2.5,3.0,2.5,3.0,3.0,2.5,4.5,R22000090299,f,6,0,2,4,1.33
7173,1137528336387038606,https://www.airbnb.com/rooms/1137528336387038606,20240917031253,2024-09-17,city scrape,3bedroom west loop/bulls stadium,Enjoy a stylish experience at this centrally-located place.,,https://a0.muscache.com/pictures/hosting/Hosting-1137528336387038606/original/b4a98d37-c81f-440d-8bfc-41ff92c8a0f8.jpeg,502604839,https://www.airbnb.com/users/show/502604839,Joe,2023-02-24,,,within an hour,100%,98%,f,https://a0.muscache.com/im/pictures/user/User-502604839/original/8e4fadc8-bec6-4df7-b834-0907b05e4cc9.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-502604839/original/8e4fadc8-bec6-4df7-b834-0907b05e4cc9.jpeg?aki_policy=profile_x_medium,Lower West Side,3,4,['phone'],t,t,,Near West Side,,41.88163935943678,-87.678965012279,Entire rental unit,Entire home/apt,6,1.0,1 bath,3.0,3.0,"[""Paid parking on premises"", ""Smoke alarm"", ""Gas stove"", ""Stainless steel oven"", ""Bed linens"", ""Wifi"", ""Pets allowed"", ""TV"", ""Air conditioning"", ""Central heating"", ""Outdoor furniture"", ""Dedicated workspace"", ""Freezer"", ""Coffee maker: french press, Keurig coffee machine"", ""Kitchen"", ""Microwave"", ""Carbon monoxide alarm"", ""Washer""]",$186.00,32,365,32,32,365,365,32.0,365.0,,t,26,56,86,266,2024-09-17,4,4,1,2024-05-23,2024-09-06,4.5,4.75,4.25,4.75,5.0,4.25,4.5,R23000101231,t,3,3,0,0,1.02
7316,1151851355273648173,https://www.airbnb.com/rooms/1151851355273648173,20240917031253,2024-09-17,city scrape,Chicago Chill Getaway Spot #1,Take it easy at this unique and tranquil getaway.,,https://a0.muscache.com/pictures/hosting/Hosting-1151851355273648173/original/c4906922-5048-4d50-b2f3-a2ee7cd5bc66.jpeg,532472120,https://www.airbnb.com/users/show/532472120,Mark,2023-08-17,"Chicago, IL","Hello, 

My name is Mark Franklin and I’m a true explorer of the world and soul. I’m a Yoga teacher and fitness coach. I move around a lot so feel free to contact me through the app if you need anything. So glad to have you.",within an hour,100%,93%,f,https://a0.muscache.com/im/pictures/user/User-532472120/original/972ad438-8d82-4d5b-b69d-4e3d8b7db108.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-532472120/original/972ad438-8d82-4d5b-b69d-4e3d8b7db108.jpeg?aki_policy=profile_x_medium,Back of the Yards,3,3,"['email', 'phone']",t,t,,New City,,41.809461029382994,-87.6708585396409,Private room in rental unit,Private room,2,1.0,1 shared bath,1.0,1.0,"[""Shower gel"", ""BBQ grill"", ""First aid kit"", ""Self check-in"", ""Wifi"", ""Central heating"", ""Exercise equipment"", ""Exterior security cameras on property"", ""Lock on bedroom door"", ""Shampoo"", ""Free parking on premises"", ""Bathtub"", ""TV"", ""Lockbox"", ""Body soap"", ""Books and reading material"", ""Cleaning products"", ""Dedicated workspace"", ""Carbon monoxide alarm"", ""Smoke alarm"", ""Kitchen"", ""Hot water""]",$55.00,1,365,2,2,365,365,2.0,365.0,,t,28,58,88,267,2024-09-17,4,4,1,2024-06-03,2024-08-20,3.5,3.25,2.25,3.75,4.25,2.75,3.5,R24000112763,f,3,0,3,0,1.12
7318,1152131052827100585,https://www.airbnb.com/rooms/1152131052827100585,20240917031253,2024-09-17,city scrape,Chicago Chill Getaway Spot #2,Take it easy at this unique and tranquil getaway.,,https://a0.muscache.com/pictures/hosting/Hosting-1152131052827100585/original/b27f4b5a-a3b0-457b-b9c1-55d779aa8dc8.jpeg,532472120,https://www.airbnb.com/users/show/532472120,Mark,2023-08-17,"Chicago, IL","Hello, 

My name is Mark Franklin and I’m a true explorer of the world and soul. I’m a Yoga teacher and fitness coach. I move around a lot so feel free to contact me through the app if you need anything. So glad to have you.",within an hour,100%,93%,f,https://a0.muscache.com/im/pictures/user/User-532472120/original/972ad438-8d82-4d5b-b69d-4e3d8b7db108.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-532472120/original/972ad438-8d82-4d5b-b69d-4e3d8b7db108.jpeg?aki_policy=profile_x_medium,Back of the Yards,3,3,"['email', 'phone']",t,t,,New City,,41.80941579769744,-87.67088904976845,Private room in rental unit,Private room,2,1.0,1 shared bath,1.0,1.0,"[""Shower gel"", ""Paid parking on premises"", ""BBQ grill"", ""First aid kit"", ""Self check-in"", ""Wifi"", ""Central heating"", ""Exercise equipment"", ""Exterior security cameras on property"", ""Lock on bedroom door"", ""Shampoo"", ""Free parking on premises"", ""Bathtub"", ""TV"", ""Lockbox"", ""Body soap"", ""Cleaning products"", ""Essentials"", ""Dedicated workspace"", ""Carbon monoxide alarm"", ""Smoke alarm"", ""Kitchen"", ""Hot water""]",$45.00,1,365,2,2,365,365,2.0,365.0,,t,27,57,87,266,2024-09-17,7,7,1,2024-05-20,2024-08-18,4.0,4.14,3.57,4.29,4.86,3.71,4.14,R24000112763,f,3,0,3,0,1.74
7336,1153555892911051117,https://www.airbnb.com/rooms/1153555892911051117,20240917031253,2024-09-17,city scrape,Chicago Chill Getaway Spot #3,Take it easy at this unique and tranquil getaway.,,https://a0.muscache.com/pictures/hosting/Hosting-1153555892911051117/original/fcaa5438-aab7-4bcc-9da0-a61d981ea47c.jpeg,532472120,https://www.airbnb.com/users/show/532472120,Mark,2023-08-17,"Chicago, IL","Hello, 

My name is Mark Franklin and I’m a true explorer of the world and soul. I’m a Yoga teacher and fitness coach. I move around a lot so feel free to contact me through the app if you need anything. So glad to have you.",within an hour,100%,93%,f,https://a0.muscache.com/im/pictures/user/User-532472120/original/972ad438-8d82-4d5b-b69d-4e3d8b7db108.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-532472120/original/972ad438-8d82-4d5b-b69d-4e3d8b7db108.jpeg?aki_policy=profile_x_medium,Back of the Yards,3,3,"['email', 'phone']",t,t,,New City,,41.80944503640936,-87.67087262123823,Private room in rental unit,Private room,2,1.0,1 shared bath,1.0,1.0,"[""Lock on bedroom door"", ""Paid parking on premises"", ""BBQ grill"", ""Smoke alarm"", ""First aid kit"", ""Free parking on premises"", ""Self check-in"", ""Wifi"", ""TV"", ""Air conditioning"", ""Lockbox"", ""Dedicated workspace"", ""Exercise equipment"", ""Exterior security cameras on property"", ""Kitchen"", ""Carbon monoxide alarm"", ""Hot water""]",$35.00,1,365,2,2,365,365,2.0,365.0,,t,25,55,85,264,2024-09-17,7,7,1,2024-05-26,2024-08-30,4.29,4.86,4.14,4.14,5.0,4.0,4.29,R24000112763,f,3,0,3,0,1.83
7763,1189325396342661455,https://www.airbnb.com/rooms/1189325396342661455,20240917031253,2024-09-17,city scrape,2 apts west loop,Enjoy easy access to everything from this perfectly located home base.,,https://a0.muscache.com/pictures/hosting/Hosting-1137528336387038606/original/1a063b8f-a10c-4d36-b450-eead9bf92a3d.jpeg,502604839,https://www.airbnb.com/users/show/502604839,Joe,2023-02-24,,,within an hour,100%,98%,f,https://a0.muscache.com/im/pictures/user/User-502604839/original/8e4fadc8-bec6-4df7-b834-0907b05e4cc9.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-502604839/original/8e4fadc8-bec6-4df7-b834-0907b05e4cc9.jpeg?aki_policy=profile_x_medium,Lower West Side,3,4,['phone'],t,t,,Near West Side,,41.88283744161095,-87.67701200844509,Entire rental unit,Entire home/apt,16,3.0,3 baths,7.0,9.0,"[""Paid parking on premises"", ""Refrigerator"", ""Smoke alarm"", ""Gas stove"", ""First aid kit"", ""Pets allowed"", ""Fire extinguisher"", ""Central heating"", ""Air conditioning"", ""Dedicated workspace"", ""Kitchen"", ""Fast wifi \u2013 99 Mbps"", ""Carbon monoxide alarm"", ""Microwave""]",$350.00,32,365,32,32,365,365,32.0,365.0,,t,20,50,80,355,2024-09-17,1,1,0,2024-08-11,2024-08-11,5.0,5.0,5.0,5.0,5.0,5.0,5.0,R23000101231,t,3,3,0,0,0.79
8248,1244187704126820686,https://www.airbnb.com/rooms/1244187704126820686,20240917031253,2024-09-17,city scrape,Urban Chic Meets Urban Comfort,"Nestled in the vibrant Hyde Park neighborhood of Chicago, this chic and cozy retreat is perfect for professionals and travelers alike. Just a short walk from University of Chicago, this space offers an ideal location for those visiting the area for work or study.<br />Designed with comfort and style in mind, it’s perfect for extended stays, to make you feel at home. <br />With easy access to local shops, cafés, and public transportation, you’ll enjoy both convenience and tranquility during your stay.￼",,https://a0.muscache.com/pictures/hosting/Hosting-1244187704126820686/original/0a442123-43e1-41a4-9d08-82a6170ae585.jpeg,35485906,https://www.airbnb.com/users/show/35485906,Erika,2015-06-10,"Chicago, IL",Millennial travel enthusiast,within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/24ec6063-18ef-4b25-b3d3-ad3ec0f53e84.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/24ec6063-18ef-4b25-b3d3-ad3ec0f53e84.jpg?aki_policy=profile_x_medium,Hyde Park,2,2,"['email', 'phone', 'work_email']",t,t,,Hyde Park,,41.79996351947943,-87.60450061960958,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""First aid kit"", ""Self check-in"", ""Wifi"", ""Central heating"", ""Smart lock"", ""Whirlpool refrigerator"", ""Dining table"", ""GE stainless steel single oven"", ""Hangers"", ""Bathtub"", ""Room-darkening shades"", ""TV"", ""Air conditioning"", ""Clothing storage: closet"", ""GE gas stove"", ""Window guards"", ""Bed linens"", ""Hair dryer"", ""Dishes and silverware"", ""Iron"", ""Fire extinguisher"", ""Dedicated workspace"", ""Carbon monoxide alarm"", ""Coffee maker: Keurig coffee machine"", ""Smoke alarm"", ""Free street parking"", ""Baking sheet"", ""Ceiling fan"", ""Kitchen"", ""Cooking basics"", ""Microwave"", ""Hot water""]",$124.00,5,40,4,5,1125,1125,4.9,1125.0,,t,2,32,62,151,2024-09-17,0,0,0,,,,,,,,,,R24000120728,t,2,2,0,0,
